condition,listing_type_id,price,buying_mode,status,initial_quantity,available_quantity,free_shipping,shipping_mode,non_mp_pay_count
0,gold_special,870.0,1,0,270,266,True,2,3
1,free,650.0,1,0,1,1,False,2,0
1,free,500.0,1,0,1,1,False,3,2
0,bronze,19900.0,1,0,5,5,False,0,0
0,bronze,17.0,1,0,500,500,False,2,1
0,silver,189.0,1,0,1,1,False,3,3
0,bronze,70.0,1,0,6,6,False,2,0
0,bronze,2164.9,1,0,100,100,False,2,0
1,bronze,100.0,1,3,1,1,False,2,2
0,bronze,140.0,1,0,1,1,False,2,0
1,bronze,1650.0,1,0,1,1,False,2,1
1,bronze,50.0,1,0,1,1,False,3,0
1,free,60.0,1,0,1,1,False,2,2
1,bronze,60.0,1,0,1,1,False,0,2
0,bronze,270.0,1,0,1,1,False,2,0
0,bronze,29.9,1,3,10,10,False,3,0
1,free,4700.0,1,0,1,1,False,3,3
1,bronze,230.0,1,0,1,1,False,3,2
1,free,90.0,1,0,1,1,False,2,4
1,bronze,690.0,1,0,1,1,False,3,1
0,free,35.0,1,0,1,1,False,3,0
0,bronze,200.0,1,0,1,1,False,2,2
1,bronze,90.0,1,0,1,1,False,2,3
0,bronze,29.99,1,0,10,10,False,3,0
0,bronze,50.0,1,0,1,1,False,2,2
0,gold_premium,610.0,1,0,3,3,False,3,0
1,free,160.0,1,0,1,1,False,2,2
0,gold,10199.0,1,0,983,979,False,2,4
1,free,50.0,1,0,1,1,False,3,2
0,bronze,150.0,1,0,6,6,False,2,5
0,gold,2499.0,1,0,1,1,False,3,0
0,bronze,5239.0,1,0,2,2,False,0,3
0,bronze,3968.72,1,0,2,2,False,0,2
1,free,600.0,1,0,1,1,False,3,0
1,bronze,50.0,1,0,1,1,False,2,1
0,bronze,715.0,1,0,100,100,False,3,2
0,bronze,2635.0,1,0,50,50,False,2,3
0,bronze,35.0,1,0,1,1,False,3,0
1,bronze,3600.0,1,0,1,1,False,3,0
0,bronze,589.0,1,0,1,1,False,2,1
1,free,50.0,1,0,1,1,False,2,1
0,bronze,200.0,1,0,1,1,False,3,2
0,bronze,670.0,1,0,1,1,False,2,0
0,bronze,119.99,1,0,1,1,False,0,3
0,bronze,231.0,1,0,994,994,False,2,2
0,bronze,850.0,1,0,1,1,False,3,0
0,silver,990.0,1,0,1,1,False,3,0
1,bronze,11700.0,1,0,1,1,False,3,0
0,bronze,80.0,1,0,6,6,False,3,3
0,bronze,32.99,1,0,15,15,False,3,0
0,bronze,180.0,1,0,5,5,False,2,0
0,bronze,150.0,1,0,997,997,False,2,2
1,free,21000.0,1,0,1,1,False,3,0
1,bronze,49.0,1,0,1,1,False,3,4
1,free,1050.0,1,0,1,1,False,2,2
1,free,90.0,1,0,50,50,False,3,1
0,bronze,999.99,1,0,3,2,False,2,3
0,bronze,89.0,1,0,1,1,False,2,2
0,bronze,114.0,1,0,1,1,False,3,3
0,bronze,500.0,1,0,1,1,False,2,3
0,gold_premium,2399.99,1,0,11,6,False,2,3
0,gold,31.0,1,0,50,50,False,2,0
0,silver,2520.0,1,0,1,1,False,3,2
0,bronze,705.0,1,0,80,80,True,2,0
0,free,300.0,1,0,1,1,False,2,0
0,gold,159.99,1,0,42,13,False,2,2
0,bronze,200.0,1,0,1,1,False,2,2
0,bronze,1750.0,1,0,1,1,False,3,2
1,free,300.0,1,0,1,1,False,3,0
1,free,10000.0,1,0,1,1,False,3,0
1,bronze,50.0,1,0,1,1,False,3,1
1,bronze,99.0,1,0,1,1,False,2,1
1,bronze,90.0,1,0,1,1,False,2,3
0,bronze,9000.96,1,0,3,3,False,2,3
0,silver,72.0,1,0,30,27,False,3,3
1,free,290.0,1,0,1,1,False,3,0
0,silver,3950.0,1,0,1,1,False,3,2
0,silver,199.99,1,0,15,14,True,2,3
1,free,250.0,1,0,1,1,False,2,0
0,bronze,35.0,1,0,5,5,False,2,3
0,silver,1750.0,1,0,1,1,False,2,3
1,bronze,30.0,1,0,2,2,False,2,2
0,free,290.0,1,0,1,1,False,2,1
0,bronze,1880.0,1,3,1,1,False,2,3
1,bronze,120.0,1,0,1,1,False,2,3
0,gold_special,3844.0,1,0,2,2,True,2,3
1,gold,385000.0,2,0,1,1,False,3,0
0,bronze,3890.0,1,0,2,2,False,2,0
1,bronze,50.0,1,0,1,1,False,3,1
0,bronze,50.0,1,0,10,10,False,3,3
1,free,600.0,1,0,1,1,False,3,1
0,bronze,80.0,1,0,1,1,False,3,2
1,bronze,219.0,1,0,1,1,False,3,2
0,silver,119.99,1,0,10,3,False,2,3
1,free,500.0,1,0,1,1,False,3,0
0,silver,999.0,1,0,1,1,False,2,3
1,bronze,50.0,1,0,1,1,False,2,2
0,bronze,210.0,1,3,2,2,False,2,3
1,bronze,80.0,1,0,1,1,False,2,2
0,bronze,269.0,1,0,1,1,False,3,0
1,free,50.0,1,0,1,1,False,2,3
1,free,200.0,1,0,1,1,False,3,0
1,free,300.0,1,0,1,1,False,3,0
0,bronze,170.0,1,0,2,2,False,2,3
1,bronze,400.0,1,0,1,1,False,0,2
0,bronze,450.0,1,0,1,1,False,3,0
0,bronze,490.0,1,3,8,8,False,0,2
0,bronze,600.0,1,0,98,98,False,0,2
1,bronze,50.0,1,0,1,1,False,3,2
1,free,45.0,1,0,1,1,False,2,2
1,bronze,1000.0,1,0,1,1,False,3,2
1,bronze,90.0,1,3,1,1,False,3,2
0,gold_premium,549.99,1,0,9,6,False,2,3
0,silver,353.0,1,0,1,1,False,3,2
0,free,420.0,1,0,1,1,False,0,1
1,bronze,149.99,1,0,1,1,False,3,2
1,free,1400.0,1,0,1,1,False,3,0
1,bronze,70.0,1,0,1,1,False,3,1
0,bronze,199.0,1,0,1,1,False,2,0
1,bronze,115.0,1,0,1,1,False,2,0
0,bronze,220.0,1,0,1,1,False,2,3
1,bronze,200.0,1,3,1,1,False,2,0
0,bronze,790.0,1,0,9,9,False,3,1
1,bronze,350.0,1,0,1,1,False,3,0
0,bronze,115.0,1,0,2,2,False,2,3
1,free,450.0,1,0,1,1,False,0,3
0,bronze,1040.0,1,0,1,1,True,2,0
0,bronze,390.0,1,0,2,2,False,2,2
0,bronze,12378.18,1,0,1,1,False,3,3
1,bronze,600.0,1,0,1,1,False,3,1
1,bronze,3900.0,1,0,1,1,False,3,2
0,bronze,358.0,1,0,4,4,False,3,2
0,bronze,10.0,1,0,10,10,False,3,3
1,bronze,800.0,1,0,1,1,False,3,3
1,free,80.0,1,3,1,1,False,3,0
0,bronze,380.0,0,0,1,1,False,3,2
1,bronze,40.0,1,0,1,1,False,3,1
1,bronze,45.0,1,0,1,1,False,2,3
0,bronze,254.0,1,0,1,1,False,3,0
1,bronze,100.0,1,0,1,1,False,2,3
0,gold,259.99,1,0,20,10,False,2,3
1,bronze,260.0,1,0,1,1,False,2,4
0,silver,620.0,1,0,1,1,False,2,2
1,free,7000.0,1,0,1,1,False,3,0
0,bronze,289.91,1,0,20,20,False,3,1
0,bronze,180.0,1,0,1,1,False,2,3
0,free,550.0,1,0,1,1,False,3,0
1,bronze,320.0,1,0,1,1,False,2,0
0,silver,140000.0,2,0,1,1,False,3,0
1,bronze,35.0,1,0,1,1,False,2,1
0,bronze,699.0,1,0,1,1,False,3,3
1,bronze,459.99,1,0,1,1,False,3,2
0,bronze,370.0,1,0,1,1,False,2,2
0,bronze,1200.0,1,0,1,1,False,0,3
0,bronze,65.0,1,0,1,1,False,2,2
1,bronze,50.0,1,0,1,1,False,3,1
1,free,300.0,1,0,1,1,False,2,1
1,free,60.0,1,0,1,1,False,3,2
0,bronze,12234.0,1,0,1,1,False,3,2
0,silver,3963.0,1,0,1,1,False,0,2
1,free,100.0,1,0,1,1,False,3,1
1,free,4500.0,1,0,1,1,False,3,0
1,free,35.0,1,0,1,1,False,3,0
0,bronze,500.0,1,0,1,1,True,2,0
0,gold,1699.99,1,3,5,3,False,2,3
1,bronze,119.99,1,0,1,1,False,3,2
0,bronze,530.0,1,0,21,21,False,2,3
1,bronze,40.0,1,0,1,1,False,2,1
0,bronze,190.0,1,0,19,19,False,2,3
1,free,275.0,1,0,1,1,False,2,0
0,gold,420.0,1,0,1,1,False,3,2
1,bronze,70.0,1,0,1,1,False,3,0
1,bronze,89.99,1,0,1,1,False,2,0
0,bronze,20.0,1,0,5,5,False,2,1
0,bronze,666.0,1,0,100,100,False,2,0
1,bronze,85.0,1,0,1,1,False,3,2
1,free,900.0,1,0,1,1,False,3,0
0,gold_special,5820.0,1,0,8,8,False,0,3
0,bronze,480.0,1,0,3,3,False,3,2
0,bronze,2309.39,1,0,10,10,True,2,3
0,bronze,1930.0,1,0,1,1,False,3,0
1,free,1000.0,1,0,1,1,False,3,0
0,bronze,150.0,1,0,119,119,False,2,1
1,bronze,65.0,1,0,1,1,False,3,1
1,bronze,1200.0,1,3,1,1,False,3,0
0,bronze,650.0,1,0,1,1,False,3,2
0,bronze,240.0,1,0,2,2,False,2,3
0,bronze,75.0,1,0,1,1,False,2,2
1,free,80.0,1,0,1,1,False,2,2
0,silver,549.99,1,0,2,2,False,2,3
0,bronze,36.0,1,3,1,1,False,3,0
0,bronze,374.4,1,0,1,1,False,3,0
1,free,300.0,1,0,1,1,False,3,0
1,bronze,550.0,1,0,1,1,False,3,0
0,bronze,960.0,1,0,1,1,False,3,2
1,free,280.0,1,0,1,1,False,2,0
1,gold_premium,500.0,2,0,1,1,False,3,0
0,bronze,250.0,1,3,249,248,False,2,0
1,bronze,100.0,1,0,1,1,False,3,1
1,free,265.0,1,0,1,1,False,2,2
0,bronze,30.0,1,0,999,999,False,3,0
1,free,430.0,1,0,1,1,False,3,3
0,bronze,117.0,1,0,2,2,False,2,2
1,bronze,50.0,1,0,1,1,False,3,1
0,silver,16500.0,1,0,17,3,False,2,2
1,bronze,150.0,1,0,1,1,False,3,1
0,bronze,129.0,1,0,12,12,False,2,2
1,free,2000.0,1,0,1,1,False,2,1
0,bronze,740.0,1,3,1,1,False,2,4
1,bronze,8500.0,1,0,1,1,False,3,0
0,bronze,150.0,1,0,199,199,False,3,1
0,gold_special,1300.0,1,0,10,8,False,3,3
1,free,1500.0,1,0,1,1,False,3,1
0,bronze,2183.0,1,0,100,100,False,0,0
0,bronze,799.0,1,0,4,4,False,2,2
1,bronze,50.0,1,0,1,1,False,3,3
1,free,2000.0,1,0,1,1,False,3,1
1,bronze,2250.0,1,0,1,1,False,3,0
0,bronze,180.0,1,3,2,2,False,3,3
0,bronze,998.0,1,0,1,1,False,2,3
1,bronze,47.0,1,0,1,1,False,0,2
0,bronze,3000.0,1,0,1,1,False,3,2
1,free,750.0,1,0,1,1,False,3,0
0,bronze,249.0,1,0,999,999,False,3,3
1,free,220.0,1,0,1,1,False,3,1
0,silver,509.99,1,0,1,1,False,0,2
1,free,40.0,1,0,1,1,False,2,2
1,bronze,46.0,1,0,1,1,False,2,4
0,bronze,1639.99,1,0,6,6,False,3,2
1,free,300.0,1,0,1,1,False,3,0
0,silver,2600.0,1,0,1,1,False,3,3
0,bronze,250.0,1,0,999,999,False,2,2
1,bronze,150.0,1,0,1,1,False,2,2
1,bronze,75.0,1,0,1,1,False,2,3
1,bronze,158.0,1,0,1,1,False,2,2
1,bronze,6400.0,1,0,1,1,False,3,1
0,bronze,200.0,1,0,199,199,False,2,1
0,bronze,109.89,1,0,3,3,False,2,0
0,bronze,60.0,1,0,997,997,False,2,2
0,bronze,650.0,1,0,1,1,False,2,3
0,silver,60.0,1,0,1,1,False,2,4
0,bronze,35.0,1,0,1,1,False,3,0
0,gold_special,1848.24,1,0,10,10,True,2,3
1,free,1100.0,1,0,1,1,False,2,2
1,free,300.0,1,0,1,1,False,3,0
1,bronze,100.0,1,0,1,1,False,2,3
0,free,3000.0,1,0,1,1,False,3,0
0,bronze,91.0,1,0,11,10,False,3,3
0,gold,1249.99,1,0,813,684,False,3,2
0,bronze,190.0,1,0,1,1,False,2,0
0,bronze,55.0,1,0,2,2,False,3,2
0,gold_special,2600.39,1,0,999,999,False,3,1
0,bronze,6299.0,1,0,1,1,True,2,3
1,free,80.0,1,0,1,1,False,3,1
1,bronze,35.0,1,0,1,1,False,3,0
1,free,990.0,1,0,1,1,False,3,1
1,free,200.0,1,0,1,1,False,0,2
1,bronze,629.0,1,0,1,1,False,2,0
1,bronze,120.0,1,0,1,1,False,2,2
0,bronze,399.0,1,0,1,1,False,2,1
1,bronze,42.0,1,0,1,1,False,2,3
1,free,56000.0,2,0,1,1,False,3,0
1,bronze,30.0,1,3,1,1,False,2,3
0,gold_special,836.0,1,0,1,1,False,2,3
0,bronze,1550.0,1,0,1,1,False,2,3
1,bronze,95.0,1,0,1,1,False,2,2
1,free,3000.0,1,0,1,1,False,3,1
1,free,310.0,1,0,1,1,False,3,0
0,bronze,420.0,1,0,1,1,False,3,0
1,bronze,45.0,1,0,1,1,False,2,3
0,gold_premium,524.0,1,0,200,188,True,2,3
0,bronze,779.99,1,0,2,2,False,3,2
0,silver,1066.0,1,0,1,1,False,2,3
1,free,30.0,1,0,1,1,False,3,1
0,silver,3806.0,1,0,1,1,False,0,0
1,bronze,1100.0,1,0,1,1,False,3,0
1,free,399.0,1,0,1,1,False,2,0
0,gold_special,884.0,1,0,2,2,True,2,3
1,free,700.0,1,0,1,1,False,2,1
0,bronze,700.0,1,0,1,1,False,2,2
1,free,120.0,1,0,1,1,False,2,0
0,bronze,480.0,1,0,1,1,True,2,3
0,silver,289.9,1,0,1,1,False,2,2
0,bronze,1850.0,1,0,1,1,False,2,9
1,free,179.9,1,0,1,1,False,3,2
1,bronze,6000.0,1,0,1,1,False,3,1
1,bronze,80.0,1,0,1,1,False,2,3
0,bronze,2162.0,1,0,1,1,False,3,1
1,bronze,46.0,1,0,4,4,False,2,3
0,bronze,159.99,1,0,9,9,False,2,3
0,silver,519.99,1,0,60,60,False,2,0
0,free,200.0,1,0,1,1,False,3,0
1,bronze,500.0,1,0,1,1,False,0,2
0,bronze,50.0,1,0,20,20,False,3,1
1,free,55.0,1,0,1,1,False,3,2
1,bronze,450.0,1,0,1,1,False,2,2
1,free,50.0,1,0,1,1,False,2,2
1,bronze,20.0,1,0,1,1,False,2,0
0,bronze,90.0,1,3,5,5,False,3,3
1,free,90.0,1,0,1,1,False,3,0
1,free,350.0,1,0,1,1,False,3,0
1,bronze,89.9,1,0,1,1,False,2,2
1,bronze,35.0,1,0,1,1,False,2,1
0,bronze,910.0,1,0,2,2,False,3,3
0,bronze,140.99,1,3,1,1,False,2,4
1,free,1200.0,1,0,1,1,False,3,1
0,bronze,321.0,1,0,4,4,False,3,2
1,bronze,40.0,1,0,1,1,False,3,3
1,free,1000.0,1,0,1,1,False,3,0
0,bronze,280.0,1,0,1,1,False,0,2
1,bronze,120.0,1,0,1,1,False,2,3
1,free,2200.0,1,0,1,1,False,2,2
0,bronze,85.0,1,0,1,1,False,2,1
1,free,10.0,1,0,1,1,False,3,1
0,bronze,100.0,1,0,10,6,False,2,3
0,bronze,775.0,1,0,1,1,False,2,0
0,bronze,849.0,1,0,1,1,False,2,2
1,free,2500.0,1,0,1,1,False,3,0
0,bronze,40.0,1,0,1,1,False,2,3
1,bronze,250.0,1,0,1,1,False,3,11
0,bronze,95.48,1,0,82,82,False,2,3
1,free,50.0,1,0,1,1,False,2,0
1,free,2500.0,1,0,1,1,False,3,1
0,bronze,490.0,1,0,5,5,False,3,0
1,free,35.0,1,0,1,1,False,3,2
1,free,40.0,1,0,1,1,False,2,3
1,bronze,75.0,1,0,10,10,False,2,12
0,bronze,150.0,1,0,3,3,False,3,1
0,bronze,138.0,1,0,1,1,False,3,0
0,bronze,157.0,1,0,10,10,False,2,3
0,bronze,607.0,1,0,9,9,False,2,0
0,bronze,688.0,1,0,1,1,False,2,3
1,free,500.0,1,0,1,1,False,3,0
0,silver,850.0,1,0,9999,9999,True,2,1
0,bronze,360.0,1,0,1,1,False,2,0
0,bronze,743.05,1,0,1,1,True,2,0
1,bronze,15000.0,1,0,1,1,False,3,0
1,bronze,3200.0,1,0,1,1,False,3,0
1,free,150.0,1,0,1,1,False,3,3
1,free,370.0,1,0,1,1,False,2,3
0,bronze,34.0,1,0,1,1,False,3,1
1,bronze,9.99,1,0,10,10,False,3,3
1,bronze,180.0,1,0,1,1,False,3,2
1,bronze,100.0,1,0,1,1,False,3,3
1,free,1.0,1,0,500,499,False,3,1
1,bronze,95.0,1,0,1,1,False,3,1
0,bronze,30.0,1,0,999,999,False,3,0
1,bronze,520.0,1,0,1,1,False,3,2
0,bronze,3257.0,1,0,1,1,True,2,2
1,silver,24000.0,2,0,1,1,False,3,0
1,gold,2500.0,1,0,1,1,False,3,1
1,bronze,50.0,1,0,1,1,False,3,3
1,free,250.0,1,0,1,1,False,2,0
0,bronze,152.0,1,0,3,3,False,2,1
1,free,45.0,1,0,1,1,False,2,2
0,bronze,687.99,1,0,20,20,False,2,2
1,bronze,250.0,1,0,1,1,False,2,2
0,silver,666.0,1,3,1,1,False,2,2
1,bronze,3276.0,1,0,1,1,False,2,3
0,bronze,16850.0,1,3,3,3,False,3,3
0,gold_special,64.99,1,0,200,200,False,2,3
1,free,300.0,1,0,1,1,False,3,1
0,bronze,279.99,1,0,94,94,False,2,3
1,bronze,55.0,1,0,1,1,False,2,2
0,bronze,102.0,1,0,35,35,False,2,2
1,free,2300.0,1,0,1,1,False,3,2
0,bronze,2299.0,1,0,1,1,False,2,3
1,bronze,37.0,1,0,1,1,False,3,2
0,gold,1199.99,1,0,4,4,False,0,0
1,bronze,14000.0,1,0,1,1,False,3,4
1,free,4500.0,1,0,1,1,False,2,0
1,bronze,35.0,1,0,1,1,False,3,2
1,bronze,49.0,1,0,1,1,False,0,3
0,gold,1485.0,1,0,3,1,True,2,3
0,bronze,185.0,1,0,1,1,False,2,0
0,bronze,570.0,1,0,1,1,False,3,0
0,gold,750.0,1,0,1,1,False,2,4
0,bronze,150.0,1,0,100,100,False,3,3
1,bronze,21.0,1,0,1,1,False,0,3
1,bronze,490.0,1,0,1,1,False,3,2
0,bronze,8717.05,1,0,20,20,False,3,4
0,bronze,1100.0,1,0,3,3,False,2,3
0,bronze,10200.0,1,0,2,2,False,2,0
0,bronze,750.0,1,0,5,5,False,2,1
1,free,150.0,1,0,1,1,False,3,0
0,silver,480.0,1,0,5,5,False,3,3
0,bronze,95.0,1,0,1,1,False,2,2
1,bronze,50.0,1,0,1,1,False,3,0
0,bronze,17.99,1,0,11,11,False,2,4
0,bronze,809.0,1,0,1,1,False,3,2
0,gold,125.0,1,0,12,7,False,2,3
1,gold_special,2100.0,1,0,1,1,False,3,3
0,bronze,150.0,1,0,100,100,False,3,1
1,free,270.0,1,0,1,1,False,2,0
1,free,450.0,1,0,1,1,False,3,0
0,silver,85.0,1,0,16,3,False,2,2
0,silver,100.98,1,0,1,1,False,2,3
1,free,150000.0,1,0,1,1,False,3,3
0,gold_special,1999.0,1,0,134,134,False,0,0
0,bronze,150.0,1,0,1,1,False,3,3
1,bronze,180.0,1,0,1,1,False,3,2
1,bronze,40.0,1,0,1,1,False,2,3
1,bronze,80.0,1,0,1,1,False,2,2
1,free,2500.0,1,0,1,1,False,3,1
0,bronze,15.0,1,0,1,1,False,3,1
0,bronze,1436.0,1,0,10,10,False,2,1
1,bronze,95.0,1,3,1,1,False,3,2
1,free,7000.0,1,0,1,1,False,3,0
1,free,300.0,1,0,1,1,False,2,1
0,bronze,130.0,1,0,10,10,False,2,0
1,bronze,65.0,1,0,1,1,False,2,3
1,free,75.0,1,0,1,1,False,3,1
0,silver,179.99,1,0,2,2,False,2,1
0,bronze,2100.0,1,0,1,1,True,2,3
0,bronze,1312.5,1,0,1,1,False,2,0
0,bronze,25.0,1,0,1,1,False,2,1
1,free,50.0,1,0,1,1,False,2,3
1,silver,1000.0,1,0,1,1,False,3,0
0,bronze,165.0,1,0,20,20,False,2,2
1,gold,178000.0,2,0,1,1,False,3,0
0,bronze,120.0,1,0,100,100,False,2,0
0,bronze,119.99,1,0,20,20,False,2,2
0,bronze,39.0,1,0,1,1,False,2,2
1,free,120.0,1,0,1,1,False,2,0
1,bronze,31.0,1,0,1,1,False,3,0
1,bronze,55.0,1,0,1,1,False,2,6
1,free,300.0,1,0,1,1,False,2,1
0,bronze,96.5,1,0,1,1,False,3,3
0,bronze,200.0,1,0,2,2,False,3,3
1,free,300.0,1,0,1,1,False,3,1
1,free,1500.0,1,0,1,1,False,3,2
0,bronze,305.0,1,0,2,2,False,3,3
1,free,20.0,1,0,1,1,False,0,3
1,bronze,180.0,1,0,1,1,False,3,1
0,bronze,70.0,1,0,1,1,False,2,0
1,free,200.0,1,0,1,1,False,0,3
0,bronze,79.9,1,0,2,2,False,2,3
0,silver,219.0,1,0,2,2,False,2,2
1,bronze,182.0,1,0,1,1,False,2,0
1,free,3600.0,1,0,1,1,False,3,0
1,bronze,160.0,1,0,1,1,False,2,1
1,bronze,150.0,1,0,1,1,False,2,1
0,bronze,215.0,1,0,1,1,False,3,0
0,silver,11735.0,2,0,1,1,False,3,0
0,bronze,266.0,1,0,1,1,False,2,2
1,free,222.0,1,0,1,1,False,2,0
0,bronze,350.0,1,0,1,1,False,2,1
1,bronze,230.0,1,0,1,1,False,2,0
1,free,450.0,1,0,1,1,False,3,2
0,bronze,780.0,1,0,1,1,False,3,0
0,bronze,465.0,1,0,1,1,False,2,2
1,bronze,80.0,1,0,1,1,False,3,2
1,bronze,75.0,1,0,1,1,False,2,2
1,bronze,3000.0,1,0,1,1,False,3,0
0,bronze,70.0,1,0,1,1,False,3,0
0,free,440.0,1,0,1,1,False,3,0
1,bronze,150.0,1,0,1,1,False,2,0
0,bronze,249.0,1,0,1,1,False,2,0
1,free,50.0,1,0,1,1,False,2,2
0,bronze,480.0,1,0,1,1,False,2,3
1,bronze,7699.0,1,0,1,1,False,3,0
0,bronze,339.99,1,0,1,1,False,2,2
0,bronze,35573.0,1,0,1,1,False,2,3
0,bronze,69.0,1,0,8,8,False,2,0
1,bronze,1300.0,1,0,1,1,False,3,2
0,silver,120.0,1,0,3,3,False,2,3
1,free,350.0,1,0,1,1,False,3,1
0,bronze,162.4,1,0,5,5,False,2,0
0,bronze,70.0,1,0,6,6,False,3,0
1,bronze,350.0,1,0,1,1,False,2,3
0,bronze,100.0,1,0,1,1,False,3,0
0,bronze,125.0,1,0,2,2,False,0,3
0,gold_special,649.0,1,0,49,49,True,2,0
1,bronze,60.0,1,0,1,1,False,3,1
0,bronze,269.99,1,0,3,3,False,3,3
0,silver,900.0,1,0,2,1,False,3,4
1,free,15.0,1,0,10,10,False,3,1
1,free,149.0,1,0,1,1,False,3,3
1,free,50.0,0,0,1,1,False,3,0
1,free,20.0,1,0,1,1,False,2,2
0,bronze,109.67,1,0,8,8,False,2,2
0,bronze,18.0,1,0,4,4,False,3,2
1,bronze,30.0,1,0,1,1,False,3,1
0,bronze,32.99,1,0,15,15,False,3,0
1,free,250.0,1,0,1,1,False,2,3
0,silver,620.0,1,0,5,5,False,2,3
1,free,75.0,1,0,1,1,False,3,1
1,bronze,41.55,1,0,1,1,False,2,4
0,bronze,144.0,1,0,2,2,False,0,2
0,bronze,70.0,1,0,12,12,False,3,3
0,bronze,25.0,1,0,1,1,False,3,2
0,bronze,850.0,1,0,1,1,False,3,2
0,bronze,395.0,1,0,1,1,False,3,2
0,silver,730.0,1,0,1,1,False,3,3
0,bronze,130.0,1,0,1,1,False,2,2
0,bronze,3100.0,1,3,3,3,False,2,2
1,bronze,140.0,1,0,1,1,False,2,2
0,bronze,1820.0,1,0,10,10,False,3,3
1,bronze,200.0,1,0,1,1,False,2,0
0,bronze,3880.0,1,0,2,1,False,3,2
1,bronze,120.0,1,0,1,1,False,3,1
0,gold,249.99,1,0,8,4,False,2,3
0,gold,299.0,1,0,6,5,False,2,0
1,free,300.0,1,0,1,1,False,2,0
0,bronze,200.0,1,0,3,3,False,2,0
0,bronze,299.99,1,0,1,1,False,2,2
0,gold_special,6175.0,1,0,1,1,True,2,3
1,bronze,1850.0,1,0,1,1,False,3,1
0,gold_special,198.0,1,0,4,4,False,2,0
1,free,299.0,1,0,1,1,False,2,3
1,free,129.0,1,0,1,1,False,2,0
1,bronze,170.0,1,0,1,1,False,2,4
0,bronze,94.89,1,0,100,100,False,2,4
0,bronze,399.0,1,0,1,1,True,2,0
0,silver,180.0,1,0,9,8,False,2,3
0,bronze,249.9,1,0,1,1,False,2,2
0,bronze,50.0,1,3,1,1,False,2,1
1,bronze,150.0,1,0,1,1,False,2,4
1,free,50.0,1,0,1,1,False,2,3
0,bronze,27.0,1,3,15,15,False,2,0
1,bronze,5.0,1,0,10,10,False,3,0
